Id,SalePrice
1461,128545.46875
1462,160996.375
1463,197993.65625
1464,195857.59375
1465,170326.09375
1466,180564.59375
1467,183980.25
1468,168978.359375
1469,177396.84375
1470,127734.1484375
1471,211257.046875
1472,93958.9140625
1473,94071.4375
1474,155256.875
1475,114364.7265625
1476,373269.65625
1477,252202.390625
1478,282141.09375
1479,313465.84375
1480,534304.25
1481,307180.4375
1482,204777.234375
1483,185344.03125
1484,166361.90625
1485,175785.828125
1486,193986.40625
1487,335377.4375
1488,235893.40625
1489,202299.0625
1490,232881.375
1491,189754.1875
1492,95527.3515625
1493,194183.90625
1494,288353.28125
1495,287674.84375
1496,236769.921875
1497,187544.90625
1498,157133.75
1499,157605.609375
1500,166098.75
1501,179566.1875
1502,140727.328125
1503,295050.96875
1504,241749.46875
1505,229524.859375
1506,190009.53125
1507,253263.390625
1508,205408.8125
1509,157185.609375
1510,154214.453125
1511,149940.3125
1512,174692.84375
1513,147521.40625
1514,161055.65625
1515,200933.328125
1516,150777.734375
1517,157850.9375
1518,137109.671875
1519,222819.375
1520,142363.921875
1521,142141.4375
1522,174237.796875
1523,117180.265625
1524,120542.40625
1525,125870.4296875
1526,112633.75
1527,110839.6171875
1528,132391.421875
1529,144366.5
1530,172745.890625
1531,110118.3125
1532,94540.1953125
1533,146080.09375
1534,119607.296875
1535,157154.140625
1536,108136.9140625
1537,86070.7890625
1538,145673.453125
1539,176293.515625
1540,98602.5234375
1541,130856.8671875
1542,131341.46875
1543,204549.46875
1544,80616.8125
1545,107629.5859375
1546,126416.7109375
1547,130879.953125
1548,140327.296875
1549,111830.140625
1550,143435.640625
1551,108509.640625
1552,155851.3125
1553,145563.046875
1554,113899.84375
1555,173694.109375
1556,80714.96875
1557,97106.96875
1558,93058.578125
1559,100167.53125
1560,134425.65625
1561,132918.71875
1562,131793.546875
1563,124487.0546875
1564,170705.8125
1565,149864.125
1566,251996.59375
1567,82324.21875
1568,207471.484375
1569,135484.625
1570,126002.421875
1571,122081.5703125
1572,140697.546875
1573,253281.25
1574,127877.609375
1575,232350.953125
1576,261027.390625
1577,192376.21875
1578,146737.328125
1579,156341.671875
1580,187699.5
1581,149967.625
1582,128313.3671875
1583,317511.34375
1584,233525.4375
1585,140097.828125
1586,74412.9453125
1587,101072.1328125
1588,147920.375
1589,95746.5234375
1590,125700.4453125
1591,95943.6875
1592,111668.3671875
1593,127136.578125
1594,128975.375
1595,112906.484375
1596,233915.515625
1597,174179.640625
1598,210089.734375
1599,175751.796875
1600,165023.34375
1601,75488.5546875
1602,111952.4296875
1603,84024.2734375
1604,270893.125
1605,242356.34375
1606,169809.84375
1607,175452.859375
1608,226466.90625
1609,182918.125
1610,163630.9375
1611,141185.734375
1612,186582.625
1613,178900.25
1614,121862.3046875
1615,84382.0234375
1616,72668.0078125
1617,86289.7421875
1618,127230.9453125
1619,137736.90625
1620,162595.859375
1621,144775.4375
1622,149219.078125
1623,274250.03125
1624,229063.890625
1625,116777.0859375
1626,164299.578125
1627,192756.0
1628,275378.03125
1629,175209.75
1630,355250.90625
1631,202641.609375
1632,216496.15625
1633,171744.6875
1634,193336.671875
1635,173947.078125
1636,153944.8125
1637,192235.5625
1638,180428.609375
1639,186650.96875
1640,237082.640625
1641,177271.1875
1642,229656.234375
1643,222467.546875
1644,224872.15625
1645,197339.53125
1646,162301.34375
1647,158427.5
1648,133471.921875
1649,140557.9375
1650,114270.96875
1651,128143.9921875
1652,97175.5234375
1653,95648.9609375
1654,151036.359375
1655,141533.8125
1656,145517.796875
1657,150369.0625
1658,151113.15625
1659,115917.1640625
1660,159107.203125
1661,516061.0
1662,396280.53125
1663,399242.375
1664,526403.5
1665,312069.90625
1666,339263.78125
1667,419728.5
1668,339053.875
1669,290625.40625
1670,358112.3125
1671,260560.796875
1672,499484.625
1673,301141.34375
1674,253550.0
1675,196757.53125
1676,201133.484375
1677,219445.640625
1678,480807.03125
1679,435178.90625
1680,338520.4375
1681,247454.5625
1682,308165.75
1683,172291.453125
1684,166049.8125
1685,171746.3125
1686,167188.015625
1687,165092.453125
1688,185804.875
1689,192051.765625
1690,195113.0
1691,188894.578125
1692,259129.71875
1693,156741.328125
1694,182793.953125
1695,158883.390625
1696,256108.3125
1697,168405.3125
1698,379924.5625
1699,319691.4375
1700,248270.796875
1701,264003.34375
1702,247252.875
1703,253376.203125
1704,271018.71875
1705,230738.3125
1706,458403.46875
1707,219916.609375
1708,208329.0
1709,259692.03125
1710,227312.078125
1711,264737.78125
1712,281572.0625
1713,297070.3125
1714,216813.9375
1715,207693.0
1716,179138.40625
1717,164684.703125
1718,141979.265625
1719,193655.734375
1720,240178.3125
1721,160697.40625
1722,135065.609375
1723,166293.390625
1724,210318.265625
1725,236607.625
1726,194203.359375
1727,169111.203125
1728,178506.390625
1729,177158.453125
1730,160948.015625
1731,124788.6171875
1732,133461.359375
1733,120791.3203125
1734,131937.171875
1735,129109.2734375
1736,113521.484375
1737,288303.8125
1738,230773.53125
1739,244708.109375
1740,238336.734375
1741,206926.6875
1742,175512.609375
1743,177810.796875
1744,287804.375
1745,200945.40625
1746,180423.625
1747,206535.140625
1748,221668.28125
1749,159410.8125
1750,123880.6875
1751,210710.15625
1752,120044.2890625
1753,158062.4375
1754,191856.4375
1755,173238.1875
1756,128011.953125
1757,124555.1015625
1758,144272.078125
1759,159532.625
1760,173959.015625
1761,139799.53125
1762,185219.453125
1763,174733.171875
1764,118286.5546875
1765,168023.671875
1766,180420.6875
1767,218753.796875
1768,147530.546875
1769,175020.859375
1770,150516.984375
1771,124493.109375
1772,129728.734375
1773,129966.125
1774,131648.203125
1775,138594.4375
1776,125898.3984375
1777,117180.265625
1778,137396.0625
1779,112736.59375
1780,170726.484375
1781,129439.921875
1782,99694.734375
1783,151857.015625
1784,107969.2578125
1785,113978.84375
1786,141402.8125
1787,174766.84375
1788,62882.96875
1789,99687.890625
1790,90564.4375
1791,183699.03125
1792,161088.53125
1793,120111.8515625
1794,147431.109375
1795,138046.203125
1796,120789.1328125
1797,105975.8828125
1798,121475.2109375
1799,115814.2890625
1800,123862.96875
1801,133733.75
1802,117848.2109375
1803,147644.40625
1804,143671.796875
1805,134950.875
1806,115424.5078125
1807,125741.6875
1808,120227.6015625
1809,122235.234375
1810,157771.78125
1811,93986.78125
1812,96815.5
1813,120876.9453125
1814,99537.3125
1815,63194.8671875
1816,93830.1484375
1817,122760.359375
1818,149140.546875
1819,129239.484375
1820,59629.078125
1821,99494.2265625
1822,149404.328125
1823,50140.97265625
1824,134246.296875
1825,148164.1875
1826,103371.171875
1827,106306.3828125
1828,138052.125
1829,121534.546875
1830,149472.875
1831,147182.875
1832,90382.890625
1833,142317.640625
1834,117407.796875
1835,120532.640625
1836,131142.34375
1837,84292.6640625
1838,129455.359375
1839,97420.2109375
1840,167278.921875
1841,140406.8125
1842,80750.0
1843,128591.203125
1844,134534.796875
1845,144737.203125
1846,155409.015625
1847,168756.28125
1848,72993.484375
1849,107521.140625
1850,118827.578125
1851,149540.03125
1852,119225.328125
1853,132708.453125
1854,160363.96875
1855,137588.296875
1856,220017.09375
1857,150236.171875
1858,138292.75
1859,120336.8046875
1860,146197.875
1861,119734.4375
1862,303229.25
1863,280383.375
1864,280383.375
1865,326735.0625
1866,341799.15625
1867,247690.671875
1868,311263.53125
1869,208092.90625
1870,237313.375
1871,253299.859375
1872,174651.375
1873,232647.1875
1874,140427.03125
1875,190866.75
1876,191609.21875
1877,208499.53125
1878,222076.03125
1879,126340.6640625
1880,138369.796875
1881,249432.96875
1882,234181.796875
1883,193863.234375
1884,205363.375
1885,235937.953125
1886,296008.9375
1887,210499.875
1888,272550.03125
1889,164732.296875
1890,116458.34375
1891,139716.359375
1892,101668.8125
1893,130116.5625
1894,126613.5
1895,138928.3125
1896,129692.0
1897,118975.328125
1898,105538.859375
1899,165744.9375
1900,150635.3125
1901,173736.359375
1902,143816.015625
1903,197854.734375
1904,142719.0
1905,195800.453125
1906,158173.421875
1907,198352.75
